iE,itp,content
13,37,1.779000000000e+03
13,38,1.994000000000e+03
13,39,1.959000000000e+03
13,40,1.948000000000e+03
13,41,1.893000000000e+03
13,42,1.870000000000e+03
13,43,2.001000000000e+03
13,44,1.944000000000e+03
13,45,1.977000000000e+03
13,46,1.934000000000e+03
13,47,2.009000000000e+03
13,48,2.022000000000e+03
13,49,2.029000000000e+03
13,50,1.998000000000e+03
13,51,2.003000000000e+03
13,52,1.834000000000e+03
13,53,1.724000000000e+03
13,54,1.495000000000e+03
13,55,1.143000000000e+03
13,56,7.880000000000e+02
13,57,4.260000000000e+02
13,58,1.030000000000e+02
13,59,4.000000000000e+00
13,60,0.000000000000e+00
13,61,1.000000000000e+00
13,62,0.000000000000e+00
13,63,0.000000000000e+00
13,64,0.000000000000e+00
13,65,0.000000000000e+00
13,66,0.000000000000e+00
13,67,0.000000000000e+00
13,68,0.000000000000e+00
13,69,0.000000000000e+00
13,70,0.000000000000e+00
13,71,0.000000000000e+00
13,72,0.000000000000e+00
13,73,0.000000000000e+00
13,74,0.000000000000e+00
13,75,0.000000000000e+00
13,76,0.000000000000e+00
13,77,0.000000000000e+00
13,78,0.000000000000e+00
13,79,0.000000000000e+00
13,80,0.000000000000e+00
14,1,0.000000000000e+00
14,2,0.000000000000e+00
14,3,0.000000000000e+00
14,4,7.380000000000e+02
14,5,1.343000000000e+03
14,6,1.602000000000e+03
14,7,1.577000000000e+03
14,8,1.683000000000e+03
14,9,1.704000000000e+03
14,10,1.691000000000e+03
14,11,1.738000000000e+03
14,12,1.732000000000e+03
14,13,1.748000000000e+03
14,14,1.701000000000e+03
14,15,1.729000000000e+03
14,16,1.730000000000e+03
14,17,1.713000000000e+03
14,18,1.753000000000e+03
14,19,1.760000000000e+03
14,20,1.742000000000e+03
14,21,1.817000000000e+03
14,22,1.800000000000e+03
14,23,1.727000000000e+03
14,24,1.731000000000e+03
14,25,1.730000000000e+03
14,26,1.795000000000e+03
14,27,1.804000000000e+03
14,28,1.821000000000e+03
14,29,1.826000000000e+03
14,30,1.821000000000e+03
14,31,1.843000000000e+03
14,32,1.880000000000e+03
14,33,1.880000000000e+03
14,34,1.866000000000e+03
14,35,1.894000000000e+03
14,36,1.806000000000e+03
14,37,1.921000000000e+03
14,38,1.903000000000e+03
14,39,1.975000000000e+03
14,40,1.954000000000e+03
14,41,1.896000000000e+03
14,42,1.908000000000e+03
14,43,1.940000000000e+03
14,44,1.943000000000e+03
14,45,1.943000000000e+03
14,46,1.988000000000e+03
14,47,2.003000000000e+03
14,48,2.010000000000e+03
14,49,2.036000000000e+03
14,50,1.911000000000e+03
14,51,1.876000000000e+03
14,52,1.846000000000e+03
14,53,1.813000000000e+03
14,54,1.606000000000e+03
14,55,1.330000000000e+03
14,56,1.061000000000e+03
14,57,7.130000000000e+02
14,58,2.870000000000e+02
14,59,6.800000000000e+01
14,60,2.000000000000e+00
14,61,0.000000000000e+00
14,62,0.000000000000e+00
14,63,0.000000000000e+00
14,64,0.000000000000e+00
14,65,0.000000000000e+00
14,66,0.000000000000e+00
14,67,0.000000000000e+00
14,68,0.000000000000e+00
14,69,0.000000000000e+00
14,70,0.000000000000e+00
14,71,0.000000000000e+00
14,72,0.000000000000e+00
14,73,0.000000000000e+00
14,74,0.000000000000e+00
14,75,0.000000000000e+00
14,76,0.000000000000e+00
14,77,0.000000000000e+00
14,78,0.000000000000e+00
14,79,0.000000000000e+00
14,80,0.000000000000e+00
15,1,0.000000000000e+00
15,2,0.000000000000e+00
15,3,0.000000000000e+00
15,4,8.330000000000e+02
15,5,1.441000000000e+03
15,6,1.618000000000e+03
15,7,1.654000000000e+03
15,8,1.693000000000e+03
15,9,1.753000000000e+03
15,10,1.745000000000e+03
15,11,1.682000000000e+03
15,12,1.717000000000e+03
15,13,1.666000000000e+03
15,14,1.680000000000e+03
15,15,1.787000000000e+03
15,16,1.686000000000e+03
15,17,1.714000000000e+03
15,18,1.739000000000e+03
15,19,1.780000000000e+03
15,20,1.778000000000e+03
15,21,1.771000000000e+03
15,22,1.752000000000e+03
15,23,1.811000000000e+03
15,24,1.814000000000e+03
15,25,1.821000000000e+03
15,26,1.738000000000e+03
15,27,1.849000000000e+03
15,28,1.842000000000e+03
15,29,1.785000000000e+03
15,30,1.824000000000e+03
15,31,1.766000000000e+03
15,32,1.892000000000e+03
15,33,1.909000000000e+03
15,34,1.861000000000e+03
15,35,1.910000000000e+03
15,36,1.889000000000e+03
15,37,1.895000000000e+03
15,38,1.899000000000e+03
15,39,1.950000000000e+03
15,40,1.970000000000e+03
15,41,1.935000000000e+03
15,42,1.954000000000e+03
15,43,1.884000000000e+03
15,44,1.948000000000e+03
15,45,2.012000000000e+03
15,46,1.979000000000e+03
15,47,2.026000000000e+03
15,48,1.963000000000e+03
15,49,1.929000000000e+03
15,50,1.966000000000e+03
15,51,1.920000000000e+03
15,52,1.883000000000e+03
15,53,1.845000000000e+03
15,54,1.732000000000e+03
15,55,1.502000000000e+03
15,56,1.275000000000e+03
15,57,9.240000000000e+02
15,58,5.550000000000e+02
15,59,1.820000000000e+02
15,60,1.400000000000e+01
15,61,0.000000000000e+00
15,62,0.000000000000e+00
15,63,0.000000000000e+00
15,64,0.000000000000e+00
15,65,0.000000000000e+00
15,66,0.000000000000e+00
15,67,0.000000000000e+00
15,68,0.000000000000e+00
15,69,0.000000000000e+00
15,70,0.000000000000e+00
15,71,0.000000000000e+00
15,72,0.000000000000e+00
15,73,0.000000000000e+00
15,74,0.000000000000e+00
15,75,0.000000000000e+00
15,76,0.000000000000e+00
15,77,0.000000000000e+00
15,78,0.000000000000e+00
15,79,0.000000000000e+00
15,80,0.000000000000e+00
16,1,0.000000000000e+00
16,2,0.000000000000e+00
16,3,0.000000000000e+00
16,4,8.580000000000e+02
16,5,1.702000000000e+03
16,6,1.662000000000e+03
16,7,1.808000000000e+03
16,8,1.695000000000e+03
16,9,1.731000000000e+03
16,10,1.735000000000e+03
16,11,1.721000000000e+03
16,12,1.677000000000e+03
16,13,1.712000000000e+03
16,14,1.768000000000e+03
16,15,1.724000000000e+03
16,16,1.776000000000e+03
16,17,1.833000000000e+03
16,18,1.795000000000e+03
16,19,1.772000000000e+03
16,20,1.718000000000e+03
16,21,1.775000000000e+03
16,22,1.718000000000e+03
16,23,1.728000000000e+03
16,24,1.775000000000e+03
16,25,1.829000000000e+03
16,26,1.811000000000e+03
16,27,1.779000000000e+03
16,28,1.858000000000e+03
16,29,1.834000000000e+03
16,30,1.799000000000e+03
16,31,1.848000000000e+03
16,32,1.909000000000e+03
16,33,1.828000000000e+03
16,34,1.915000000000e+03
16,35,1.868000000000e+03
16,36,1.945000000000e+03
16,37,1.871000000000e+03
16,38,1.884000000000e+03
16,39,1.942000000000e+03
16,40,1.913000000000e+03
16,41,1.905000000000e+03
16,42,1.997000000000e+03
16,43,1.967000000000e+03
16,44,1.924000000000e+03
16,45,2.118000000000e+03
16,46,1.979000000000e+03
16,47,1.875000000000e+03
16,48,1.977000000000e+03
16,49,1.984000000000e+03
16,50,1.971000000000e+03
16,51,1.981000000000e+03
16,52,1.934000000000e+03
16,53,1.901000000000e+03
16,54,1.833000000000e+03
16,55,1.687000000000e+03
16,56,1.447000000000e+03
16,57,1.139000000000e+03
16,58,7.810000000000e+02
16,59,3.540000000000e+02
16,60,7.300000000000e+01
16,61,3.000000000000e+00
16,62,0.000000000000e+00
16,63,0.000000000000e+00
16,64,0.000000000000e+00
16,65,0.000000000000e+00
16,66,0.000000000000e+00
16,67,0.000000000000e+00
16,68,0.000000000000e+00
16,69,0.000000000000e+00
16,70,0.000000000000e+00
16,71,0.000000000000e+00
16,72,0.000000000000e+00
16,73,0.000000000000e+00
16,74,0.000000000000e+00
16,75,0.000000000000e+00
16,76,0.000000000000e+00
16,77,0.000000000000e+00
16,78,0.000000000000e+00
16,79,0.000000000000e+00
16,80,0.000000000000e+00
17,1,0.000000000000e+00
17,2,0.000000000000e+00
17,3,0.000000000000e+00
17,4,9.420000000000e+02
17,5,1.648000000000e+03
17,6,1.755000000000e+03
17,7,1.721000000000e+03
17,8,1.782000000000e+03
17,9,1.712000000000e+03
17,10,1.733000000000e+03
17,11,1.702000000000e+03
17,12,1.726000000000e+03
17,13,1.699000000000e+03
17,14,1.778000000000e+03
17,15,1.774000000000e+03
17,16,1.749000000000e+03
17,17,1.738000000000e+03
17,18,1.761000000000e+03
17,19,1.781000000000e+03
17,20,1.732000000000e+03
17,21,1.846000000000e+03
17,22,1.804000000000e+03
17,23,1.806000000000e+03
17,24,1.787000000000e+03
17,25,1.856000000000e+03
17,26,1.812000000000e+03
17,27,1.797000000000e+03
17,28,1.858000000000e+03
17,29,1.827000000000e+03
17,30,1.883000000000e+03
17,31,1.824000000000e+03
17,32,1.845000000000e+03
17,33,1.910000000000e+03
17,34,1.937000000000e+03
17,35,1.946000000000e+03
17,36,1.822000000000e+03
17,37,1.915000000000e+03
17,38,1.930000000000e+03
17,39,1.974000000000e+03
17,40,1.881000000000e+03
17,41,1.879000000000e+03
17,42,1.914000000000e+03
17,43,1.943000000000e+03
17,44,2.053000000000e+03
17,45,1.928000000000e+03
17,46,1.971000000000e+03
17,47,1.968000000000e+03
17,48,1.981000000000e+03
17,49,1.992000000000e+03
17,50,1.986000000000e+03
17,51,1.949000000000e+03
17,52,1.886000000000e+03
17,53,1.923000000000e+03
17,54,1.884000000000e+03
17,55,1.811000000000e+03
17,56,1.570000000000e+03
17,57,1.320000000000e+03
17,58,9.790000000000e+02
17,59,5.670000000000e+02
17,60,2.090000000000e+02
17,61,3.500000000000e+01
17,62,0.000000000000e+00
17,63,0.000000000000e+00
17,64,0.000000000000e+00
17,65,0.000000000000e+00
17,66,0.000000000000e+00
17,67,0.000000000000e+00
17,68,0.000000000000e+00
17,69,0.000000000000e+00
17,70,0.000000000000e+00
17,71,0.000000000000e+00
17,72,0.000000000000e+00
17,73,0.000000000000e+00
17,74,0.000000000000e+00
17,75,0.000000000000e+00
17,76,0.000000000000e+00
17,77,0.000000000000e+00
17,78,0.000000000000e+00
17,79,0.000000000000e+00
17,80,0.000000000000e+00
18,1,0.000000000000e+00
18,2,0.000000000000e+00
18,3,0.000000000000e+00
18,4,9.820000000000e+02
18,5,1.834000000000e+03
18,6,1.604000000000e+03
18,7,1.679000000000e+03
18,8,1.745000000000e+03
18,9,1.724000000000e+03
18,10,1.703000000000e+03
18,11,1.674000000000e+03
18,12,1.844000000000e+03
18,13,1.697000000000e+03
18,14,1.679000000000e+03
18,15,1.770000000000e+03
18,16,1.713000000000e+03
18,17,1.778000000000e+03
18,18,1.708000000000e+03
18,19,1.694000000000e+03
18,20,1.814000000000e+03
18,21,1.793000000000e+03
18,22,1.835000000000e+03
18,23,1.839000000000e+03
18,24,1.720000000000e+03
18,25,1.791000000000e+03
18,26,1.807000000000e+03
18,27,1.892000000000e+03
18,28,1.871000000000e+03
18,29,1.861000000000e+03
18,30,1.830000000000e+03
18,31,1.793000000000e+03
18,32,1.851000000000e+03
18,33,1.914000000000e+03
18,34,1.955000000000e+03
18,35,1.862000000000e+03
18,36,1.875000000000e+03
18,37,1.931000000000e+03
18,38,1.902000000000e+03
18,39,1.908000000000e+03
18,40,1.920000000000e+03
18,41,1.976000000000e+03
18,42,1.882000000000e+03
18,43,1.899000000000e+03
18,44,1.882000000000e+03
18,45,1.924000000000e+03
18,46,1.906000000000e+03
18,47,2.070000000000e+03
18,48,1.970000000000e+03
18,49,1.977000000000e+03
18,50,2.080000000000e+03
18,51,1.912000000000e+03
18,52,2.015000000000e+03
18,53,1.935000000000e+03
18,54,1.922000000000e+03
18,55,1.795000000000e+03
18,56,1.653000000000e+03
18,57,1.406000000000e+03
18,58,1.068000000000e+03
18,59,8.040000000000e+02
18,60,3.910000000000e+02
18,61,1.060000000000e+02
18,62,5.000000000000e+00
18,63,0.000000000000e+00
18,64,0.000000000000e+00
18,65,0.000000000000e+00
18,66,0.000000000000e+00
18,67,0.000000000000e+00
18,68,0.000000000000e+00
18,69,0.000000000000e+00
18,70,0.000000000000e+00
18,71,0.000000000000e+00
18,72,0.000000000000e+00
18,73,0.000000000000e+00
18,74,0.000000000000e+00
18,75,0.000000000000e+00
18,76,0.000000000000e+00
18,77,0.000000000000e+00
18,78,0.000000000000e+00
18,79,0.000000000000e+00
18,80,0.000000000000e+00
19,1,0.000000000000e+00
19,2,0.000000000000e+00
19,3,0.000000000000e+00
19,4,1.004000000000e+03
19,5,1.739000000000e+03
19,6,1.687000000000e+03
19,7,1.690000000000e+03
19,8,1.769000000000e+03
19,9,1.672000000000e+03
19,10,1.717000000000e+03
19,11,1.769000000000e+03
19,12,1.752000000000e+03
19,13,1.655000000000e+03
19,14,1.749000000000e+03
19,15,1.786000000000e+03
19,16,1.727000000000e+03
19,17,1.727000000000e+03
19,18,1.763000000000e+03
19,19,1.780000000000e+03
19,20,1.789000000000e+03
19,21,1.826000000000e+03
19,22,1.813000000000e+03
19,23,1.829000000000e+03
19,24,1.820000000000e+03
19,25,1.824000000000e+03
19,26,1.866000000000e+03
19,27,1.789000000000e+03
19,28,1.848000000000e+03
19,29,1.852000000000e+03
19,30,1.809000000000e+03
19,31,1.921000000000e+03
19,32,1.826000000000e+03
19,33,1.905000000000e+03
19,34,1.918000000000e+03
19,35,1.898000000000e+03
19,36,1.836000000000e+03
19,37,1.903000000000e+03
19,38,1.863000000000e+03
19,39,1.928000000000e+03
19,40,1.857000000000e+03
19,41,1.983000000000e+03
19,42,1.952000000000e+03
19,43,2.031000000000e+03
19,44,1.974000000000e+03
19,45,1.946000000000e+03
19,46,1.994000000000e+03
19,47,1.913000000000e+03
19,48,2.029000000000e+03
19,49,2.046000000000e+03
19,50,1.913000000000e+03
19,51,1.974000000000e+03
19,52,1.926000000000e+03
19,53,1.920000000000e+03
19,54,1.931000000000e+03
19,55,1.805000000000e+03
19,56,1.697000000000e+03
19,57,1.508000000000e+03
19,58,1.265000000000e+03
19,59,9.080000000000e+02
19,60,5.460000000000e+02
19,61,2.480000000000e+02
19,62,4.300000000000e+01
19,63,0.000000000000e+00
19,64,0.000000000000e+00
19,65,0.000000000000e+00
19,66,0.000000000000e+00
19,67,0.000000000000e+00
19,68,0.000000000000e+00
19,69,0.000000000000e+00
19,70,0.000000000000e+00
19,71,0.000000000000e+00
19,72,0.000000000000e+00
19,73,0.000000000000e+00
19,74,0.000000000000e+00
19,75,0.000000000000e+00
19,76,0.000000000000e+00
19,77,0.000000000000e+00
19,78,0.000000000000e+00
19,79,0.000000000000e+00
19,80,0.000000000000e+00
20,1,0.000000000000e+00
20,2,0.000000000000e+00
20,3,0.000000000000e+00
20,4,9.590000000000e+02
20,5,1.677000000000e+03
20,6,1.673000000000e+03
20,7,1.696000000000e+03
20,8,1.737000000000e+03
20,9,1.740000000000e+03
20,10,1.646000000000e+03
20,11,1.731000000000e+03
20,12,1.776000000000e+03
20,13,1.743000000000e+03
20,14,1.795000000000e+03
20,15,1.808000000000e+03
20,16,1.810000000000e+03
20,17,1.806000000000e+03
20,18,1.823000000000e+03
20,19,1.795000000000e+03
20,20,1.805000000000e+03
20,21,1.783000000000e+03
20,22,1.766000000000e+03
20,23,1.771000000000e+03
20,24,1.883000000000e+03
20,25,1.800000000000e+03
20,26,1.939000000000e+03
20,27,1.831000000000e+03
20,28,1.820000000000e+03
20,29,1.871000000000e+03
20,30,1.855000000000e+03
20,31,1.833000000000e+03
20,32,1.878000000000e+03
20,33,1.885000000000e+03
20,34,1.916000000000e+03
20,35,1.852000000000e+03
20,36,1.892000000000e+03
20,37,1.858000000000e+03
20,38,1.882000000000e+03
20,39,1.968000000000e+03
20,40,1.866000000000e+03
20,41,1.927000000000e+03
20,42,1.786000000000e+03
20,43,1.943000000000e+03
20,44,1.990000000000e+03
20,45,1.992000000000e+03
20,46,1.934000000000e+03
20,47,1.946000000000e+03
20,48,1.911000000000e+03
20,49,1.942000000000e+03
20,50,1.950000000000e+03
20,51,1.943000000000e+03
20,52,2.029000000000e+03
20,53,1.928000000000e+03
20,54,1.876000000000e+03
20,55,1.905000000000e+03
20,56,1.756000000000e+03
20,57,1.580000000000e+03
20,58,1.419000000000e+03
20,59,1.096000000000e+03
20,60,7.320000000000e+02
20,61,3.370000000000e+02
20,62,9.200000000000e+01
20,63,4.000000000000e+00
20,64,0.000000000000e+00
20,65,0.000000000000e+00
20,66,0.000000000000e+00
20,67,0.000000000000e+00
20,68,0.000000000000e+00
20,69,0.000000000000e+00
20,70,0.000000000000e+00
20,71,0.000000000000e+00
20,72,0.000000000000e+00
20,73,0.000000000000e+00
20,74,0.000000000000e+00
20,75,0.000000000000e+00
20,76,0.000000000000e+00
20,77,0.000000000000e+00
20,78,0.000000000000e+00
20,79,0.000000000000e+00
20,80,0.000000000000e+00
21,1,0.000000000000e+00
21,2,0.000000000000e+00
21,3,0.000000000000e+00
21,4,9.110000000000e+02
21,5,1.700000000000e+03
21,6,1.646000000000e+03
21,7,1.732000000000e+03
21,8,1.709000000000e+03
21,9,1.797000000000e+03
21,10,1.792000000000e+03
21,11,1.807000000000e+03
21,12,1.719000000000e+03
21,13,1.785000000000e+03
21,14,1.770000000000e+03
21,15,1.739000000000e+03
21,16,1.746000000000e+03
21,17,1.910000000000e+03
21,18,1.843000000000e+03
21,19,1.831000000000e+03
21,20,1.832000000000e+03
21,21,1.788000000000e+03
21,22,1.865000000000e+03
21,23,1.809000000000e+03
21,24,1.864000000000e+03
21,25,1.896000000000e+03
21,26,1.787000000000e+03
21,27,1.862000000000e+03
21,28,1.912000000000e+03
21,29,1.847000000000e+03
21,30,1.891000000000e+03
21,31,1.851000000000e+03
21,32,1.834000000000e+03
21,33,1.839000000000e+03
21,34,1.895000000000e+03
21,35,1.973000000000e+03
21,36,1.850000000000e+03
21,37,1.837000000000e+03
21,38,1.956000000000e+03
21,39,1.893000000000e+03
21,40,1.848000000000e+03
21,41,1.988000000000e+03
21,42,1.944000000000e+03
21,43,2.009000000000e+03
21,44,2.013000000000e+03
21,45,1.933000000000e+03
21,46,1.915000000000e+03
21,47,1.909000000000e+03
21,48,1.945000000000e+03
21,49,1.979000000000e+03
21,50,1.939000000000e+03
21,51,1.920000000000e+03
21,52,1.963000000000e+03
21,53,1.885000000000e+03
21,54,1.967000000000e+03
21,55,1.900000000000e+03
21,56,1.811000000000e+03
21,57,1.691000000000e+03
21,58,1.509000000000e+03
21,59,1.228000000000e+03
21,60,9.030000000000e+02
21,61,5.580000000000e+02
21,62,2.030000000000e+02
21,63,3.600000000000e+01
21,64,0.000000000000e+00
21,65,0.000000000000e+00
21,66,0.000000000000e+00
21,67,0.000000000000e+00
21,68,0.000000000000e+00
21,69,0.000000000000e+00
21,70,0.000000000000e+00
21,71,0.000000000000e+00
21,72,0.000000000000e+00
21,73,0.000000000000e+00
21,74,0.000000000000e+00
21,75,0.000000000000e+00
21,76,0.000000000000e+00
21,77,0.000000000000e+00
21,78,0.000000000000e+00
21,79,0.000000000000e+00
21,80,0.000000000000e+00
22,1,0.000000000000e+00
22,2,0.000000000000e+00
22,3,0.000000000000e+00
22,4,9.950000000000e+02
22,5,1.676000000000e+03
22,6,1.759000000000e+03
22,7,1.727000000000e+03
22,8,1.753000000000e+03
22,9,1.777000000000e+03
22,10,1.755000000000e+03
22,11,1.751000000000e+03
22,12,1.821000000000e+03
22,13,1.786000000000e+03
22,14,1.803000000000e+03
22,15,1.762000000000e+03
22,16,1.795000000000e+03
22,17,1.793000000000e+03
22,18,1.802000000000e+03
22,19,1.864000000000e+03
22,20,1.880000000000e+03
22,21,1.871000000000e+03
22,22,1.898000000000e+03
22,23,1.812000000000e+03
22,24,1.869000000000e+03
22,25,1.915000000000e+03
22,26,1.851000000000e+03
22,27,1.807000000000e+03
22,28,1.909000000000e+03
22,29,1.833000000000e+03
22,30,1.842000000000e+03
22,31,1.916000000000e+03
22,32,1.793000000000e+03
22,33,1.885000000000e+03
22,34,1.880000000000e+03
22,35,1.876000000000e+03
22,36,1.886000000000e+03
22,37,1.916000000000e+03
22,38,1.977000000000e+03
22,39,1.909000000000e+03
22,40,1.929000000000e+03
22,41,1.951000000000e+03
22,42,1.967000000000e+03
22,43,1.965000000000e+03
22,44,1.888000000000e+03
22,45,1.943000000000e+03
22,46,1.954000000000e+03
22,47,1.964000000000e+03
22,48,1.942000000000e+03
22,49,1.917000000000e+03
22,50,1.947000000000e+03
22,51,1.964000000000e+03
22,52,1.935000000000e+03
22,53,2.034000000000e+03
22,54,1.826000000000e+03
22,55,1.908000000000e+03
22,56,1.804000000000e+03
22,57,1.722000000000e+03
22,58,1.617000000000e+03
22,59,1.384000000000e+03
22,60,1.081000000000e+03
22,61,6.600000000000e+02
22,62,3.390000000000e+02
22,63,7.500000000000e+01
22,64,4.000000000000e+00
22,65,0.000000000000e+00
22,66,0.000000000000e+00
22,67,0.000000000000e+00
22,68,0.000000000000e+00
22,69,0.000000000000e+00
22,70,0.000000000000e+00
22,71,0.000000000000e+00
22,72,0.000000000000e+00
22,73,0.000000000000e+00
22,74,0.000000000000e+00
22,75,0.000000000000e+00
22,76,0.000000000000e+00
22,77,0.000000000000e+00
22,78,0.000000000000e+00
22,79,0.000000000000e+00
22,80,0.000000000000e+00
23,1,0.000000000000e+00
23,2,0.000000000000e+00
23,3,0.000000000000e+00
23,4,9.590000000000e+02
23,5,1.676000000000e+03
23,6,1.679000000000e+03
23,7,1.719000000000e+03
23,8,1.782000000000e+03
23,9,1.734000000000e+03
23,10,1.721000000000e+03
23,11,1.787000000000e+03
23,12,1.816000000000e+03
23,13,1.728000000000e+03
23,14,1.769000000000e+03
23,15,1.788000000000e+03
23,16,1.834000000000e+03
23,17,1.817000000000e+03
23,18,1.822000000000e+03
23,19,1.892000000000e+03
23,20,1.812000000000e+03
23,21,1.796000000000e+03
23,22,1.883000000000e+03
23,23,1.841000000000e+03
23,24,1.964000000000e+03
23,25,1.838000000000e+03
23,26,1.965000000000e+03
23,27,1.846000000000e+03
23,28,1.900000000000e+03
23,29,1.815000000000e+03
23,30,1.887000000000e+03
23,31,1.857000000000e+03
23,32,1.891000000000e+03
23,33,1.915000000000e+03
23,34,1.837000000000e+03
23,35,2.029000000000e+03
23,36,1.910000000000e+03
23,37,1.992000000000e+03
23,38,1.894000000000e+03
23,39,1.862000000000e+03
23,40,1.930000000000e+03
23,41,1.912000000000e+03
23,42,1.897000000000e+03
23,43,1.931000000000e+03
23,44,1.900000000000e+03
23,45,1.930000000000e+03
23,46,1.951000000000e+03
23,47,1.936000000000e+03
23,48,1.939000000000e+03
23,49,2.000000000000e+03
23,50,1.952000000000e+03
23,51,1.890000000000e+03
23,52,1.932000000000e+03
23,53,1.940000000000e+03
23,54,1.861000000000e+03
23,55,1.810000000000e+03
23,56,1.894000000000e+03
23,57,1.751000000000e+03
23,58,1.641000000000e+03
23,59,1.499000000000e+03
23,60,1.165000000000e+03
23,61,8.600000000000e+02
23,62,4.690000000000e+02
23,63,1.700000000000e+02
23,64,2.400000000000e+01
23,65,0.000000000000e+00
23,66,0.000000000000e+00
23,67,0.000000000000e+00
23,68,0.000000000000e+00
23,69,0.000000000000e+00
23,70,0.000000000000e+00
23,71,0.000000000000e+00
23,72,0.000000000000e+00
23,73,0.000000000000e+00
23,74,0.000000000000e+00
23,75,0.000000000000e+00
23,76,0.000000000000e+00
23,77,0.000000000000e+00
23,78,0.000000000000e+00
23,79,0.000000000000e+00
23,80,0.000000000000e+00
24,1,0.000000000000e+00
24,2,0.000000000000e+00
24,3,0.000000000000e+00
24,4,9.990000000000e+02
24,5,1.750000000000e+03
24,6,1.754000000000e+03
24,7,1.776000000000e+03
24,8,1.746000000000e+03
24,9,1.844000000000e+03
24,10,1.814000000000e+03
24,11,1.749000000000e+03
24,12,1.804000000000e+03
24,13,1.815000000000e+03
24,14,1.782000000000e+03
24,15,1.710000000000e+03
24,16,1.796000000000e+03
24,17,1.818000000000e+03
24,18,1.886000000000e+03
24,19,1.877000000000e+03
24,20,1.799000000000e+03
24,21,1.834000000000e+03
24,22,1.802000000000e+03
24,23,1.946000000000e+03
24,24,1.849000000000e+03
24,25,1.864000000000e+03
24,26,1.926000000000e+03
24,27,1.873000000000e+03
24,28,1.776000000000e+03
24,29,1.851000000000e+03
24,30,1.872000000000e+03
24,31,1.855000000000e+03
24,32,1.869000000000e+03
24,33,1.963000000000e+03
24,34,1.932000000000e+03
24,35,1.874000000000e+03
24,36,1.879000000000e+03
24,37,1.928000000000e+03
24,38,1.873000000000e+03
24,39,1.922000000000e+03
24,40,1.828000000000e+03
24,41,1.921000000000e+03
24,42,1.938000000000e+03
24,43,1.912000000000e+03
24,44,1.891000000000e+03
24,45,1.990000000000e+03
24,46,1.999000000000e+03
24,47,1.958000000000e+03
24,48,2.013000000000e+03
24,49,1.993000000000e+03
24,50,1.945000000000e+03
24,51,1.971000000000e+03
24,52,1.952000000000e+03
24,53,1.971000000000e+03
24,54,1.922000000000e+03
24,55,1.943000000000e+03
24,56,1.885000000000e+03
24,57,1.738000000000e+03
24,58,1.716000000000e+03
24,59,1.584000000000e+03
24,60,1.308000000000e+03
24,61,9.460000000000e+02
24,62,6.280000000000e+02
24,63,2.720000000000e+02
24,64,6.500000000000e+01
24,65,0.000000000000e+00
24,66,0.000000000000e+00
24,67,0.000000000000e+00
24,68,0.000000000000e+00
24,69,0.000000000000e+00
24,70,0.000000000000e+00
24,71,0.000000000000e+00
24,72,0.000000000000e+00
24,73,0.000000000000e+00
24,74,0.000000000000e+00
24,75,0.000000000000e+00
24,76,0.000000000000e+00
24,77,0.000000000000e+00
24,78,0.000000000000e+00
24,79,0.000000000000e+00
24,80,0.000000000000e+00
25,1,0.000000000000e+00
25,2,0.000000000000e+00
25,3,0.000000000000e+00
25,4,1.041000000000e+03
25,5,1.748000000000e+03
25,6,1.700000000000e+03
25,7,1.718000000000e+03
25,8,1.772000000000e+03
25,9,1.835000000000e+03
25,10,1.816000000000e+03
25,11,1.781000000000e+03
25,12,1.811000000000e+03
25,13,1.758000000000e+03
25,14,1.752000000000e+03
25,15,1.766000000000e+03
25,16,1.919000000000e+03
25,17,1.804000000000e+03
25,18,1.906000000000e+03
25,19,1.840000000000e+03
25,20,1.935000000000e+03
25,21,1.865000000000e+03
25,22,1.873000000000e+03
25,23,1.829000000000e+03
25,24,1.867000000000e+03
25,25,1.903000000000e+03
25,26,1.833000000000e+03
25,27,1.890000000000e+03
25,28,1.856000000000e+03
25,29,1.800000000000e+03
25,30,1.867000000000e+03
25,31,1.862000000000e+03
25,32,1.846000000000e+03
25,33,2.022000000000e+03
25,34,1.919000000000e+03
25,35,1.866000000000e+03
25,36,1.910000000000e+03
25,37,1.928000000000e+03
25,38,1.843000000000e+03
25,39,1.943000000000e+03
25,40,1.897000000000e+03
25,41,1.955000000000e+03
25,42,1.930000000000e+03
25,43,1.931000000000e+03
25,44,1.944000000000e+03
25,45,1.976000000000e+03
25,46,1.870000000000e+03
25,47,1.864000000000e+03
25,48,1.932000000000e+03
25,49,1.957000000000e+03
25,50,1.856000000000e+03
25,51,1.930000000000e+03
25,52,1.861000000000e+03
25,53,1.863000000000e+03
25,54,1.866000000000e+03
25,55,1.880000000000e+03
25,56,1.853000000000e+03
25,57,1.778000000000e+03
25,58,1.715000000000e+03
25,59,1.524000000000e+03
25,60,1.319000000000e+03
25,61,1.084000000000e+03
25,62,7.440000000000e+02
25,63,4.410000000000e+02
25,64,1.330000000000e+02
25,65,1.700000000000e+01
25,66,0.000000000000e+00
25,67,0.000000000000e+00
25,68,0.000000000000e+00
25,69,0.000000000000e+00
25,70,0.000000000000e+00
25,71,0.000000000000e+00
25,72,0.000000000000e+00
25,73,0.000000000000e+00
25,74,0.000000000000e+00
25,75,0.000000000000e+00
